Count,Name,Foil,Edition,Condition,Language,MKM Price
1,Plains (Showcase),,Core Set 2021,NM,English,
1,Planar Ally,,Adventures in the Forgotten Realms,NM,English,
1,Plasma Jockey,,Streets of New Capenna,NM,English,
1,Plaxcaster Frogling,,Modern Masters 2015,NM,English,
1,Plaxmanta,,Commander 2015,NM,English,
1,Pledge of Unity,,Hour of Devastation,NM,English,
1,Plummet,,Theros: Beyond Death,NM,English,
2,Plummet,,Ikoria: Lair of Behemoths,NM,English,
1,Plummet,,Adventures in the Forgotten Realms,NM,English,
2,Plummet,,Innistrad Midnight Hunt,NM,English,
1,Pointed Discussion,,Innistrad: Crimson Vow,NM,English,
1,Pollenbright Druid,,War of the Spark,NM,English,
1,Polluted Mire,,Commander 2015,NM,English,
1,Polymorphist's Jest,,Commander 2017,NM,English,
3,Pondering Mage,,Modern Horizons,NM,German,
2,Pop Quiz,,Strixhaven: School of Mages,NM,English,
1,Portal Mage,,Commander 2017,NM,English,
1,Portal of Sanctuary,,Core Set 2020,NM,English,
2,Portcullis Vine,,Core Set 2021,NM,English,
3,Pouncing Lynx,,War of the Spark,NM,English,
1,Power of Persuasion,,Adventures in the Forgotten Realms,NM,English,
1,Power Word Kill,,Adventures in the Forgotten Realms,NM,English,
2,Practiced Tactics,,Zendikar Rising,NM,English,
1,Prayer of Binding,,Dominaria United,NM,English,
2,Precipitous Drop,,Adventures in the Forgotten Realms,NM,English,
1,Presence of Gond,foil,Masters 25,NM,English,
1,Pressure Point,,Zendikar Rising,NM,English,
1,Price of Betrayal,,War of the Spark,NM,English,
1,Price of Loyalty,,Adventures in the Forgotten Realms,NM,English,
4,Prickly Marmoset,,Ikoria: Lair of Behemoths,NM,English,
3,Priest of the Haunted Edge,,Kaldheim,NM,English,
1,Primal Command,,Modern Masters 2017,SP,English,
1,Primal Druid,,Eldritch Moon,NM,English,
1,Primevals' Glorious Rebirth,foil,Dominaria,NM,English,
3,Primordial Wurm,,War of the Spark,NM,English,
3,Prismite,,War of the Spark,NM,English,
2,Prizefight,,Streets of New Capenna,NM,English,
1,Prodigy's Prototype,,Kamigawa: Neon Dynasty,NM,English,
2,Professor of Zoomancy,,Strixhaven: School of Mages,NM,English,
1,Professor's Warning,,Strixhaven: School of Mages,NM,English,
2,Promising Duskmage,,Strixhaven: School of Mages,NM,English,
1,Propaganda,,Commander 2016,NM,English,
1,Prophetic Bolt,,Commander 2015,NM,English,
1,Prophetic Titan,foil,Modern Horizons 2,NM,English,
1,Provoke the Trolls,,Kaldheim,NM,English,
1,Prowling Felidar,,Zendikar Rising,NM,English,
1,Psychic Pickpocket,,Streets of New Capenna,NM,English,
1,Public Enemy,,Streets of New Capenna,NM,English,
1,Pugnacious Pugilist,,Streets of New Capenna,NM,English,
1,Puppeteer Clique,,Commander 2017,NM,English,
1,Purple Worm,,Adventures in the Forgotten Realms,NM,English,
1,Putrefy,,Commander 2016,NM,English,
1,Putrefy,,Modern Masters 2017,NM,English,
1,Pyre Hound,,Shadows Over Innistrad,NM,English,
3,Pyre Spawn,,Innistrad: Crimson Vow,NM,English,
1,Pyretic Hunter,,Conspiracy: Take the Crown,NM,English,
3,Pyroceratops,,Ikoria: Lair of Behemoths,NM,English,
4,Pyrophobia,,Modern Horizons,NM,English,
1,Qasali Pridemage,,Shards of Alara,NM,English,
3,Quakefoot Cyclops,,Modern Horizons,NM,English,
1,Quartzwood Crasher,,Ikoria: Lair of Behemoths,NM,English,
1,Queen of Ice,,Throne of Eldraine,NM,English,
1,Quick-Draw Dagger,,Streets of New Capenna,NM,English,
1,Quilled Wolf,,Shadows over Innistrad,NM,English,
3,"Quintorius, Field Historian",,Strixhaven: School of Mages,NM,English,
1,Rabid Bite,,Zendikar Rising,NM,English,
1,Rabid Bite,,Shadows Over Innistrad,NM,English,
1,Radha's Firebrand,,Dominaria United,NM,English,
1,"Raff, Weatherlight Stalwart",,Dominaria United,NM,English,
1,Raffine's Silencer,,Streets of New Capenna,NM,English,
1,Rage-Scarred Berserker,,Theros: Beyond Death,NM,English,
1,Ragged Recluse // Odious Witch,,Innistrad: Crimson Vow,NM,English,
1,Ragged Recluse // Odious Witch,,Innistrad: Crimson Vow,NM,English,
2,Raging Kronch,,War of the Spark,NM,English,
2,Raging Redcap,,Throne of Eldraine,NM,English,
1,Raiders' Karve,,Kaldheim,NM,English,
1,Rain of Revelation,,Core Set 2021,NM,English,
1,Raise the Alarm,,Core Set 2020,NM,English,
2,Raise the Alarm,,Magic 2015 Core Set,NM,English,
1,Raise the Draugr,,Kaldheim,NM,English,
1,Rakdos Roustabout,foil,Ravnica Allegiance,NM,English,
1,Rakdos Shred-Freak,,Ultimate Masters,NM,English,
2,Rakish Revelers,,Streets of New Capenna,NM,English,
1,Rakish Revelers (Showcase),,Streets of New Capenna,NM,English,
1,Ral's Outburst,,War of the Spark,NM,English,
1,Rally of Wings,,War of the Spark,NM,English,
1,Rampant Growth,,Commander 2015,NM,English,
1,Rancor,,Masters 25,NM,English,
2,Ranger's Guile,,Core Set 2021,NM,English,
1,Ranger's Guile,,Magic 2015 Core Set,NM,English,
1,Ranger's Longbow,,Adventures in the Forgotten Realms,NM,English,
1,Ransack the Lab,,Modern Horizons,NM,English,
1,Rare-B-Gone,,Unhinged,SP,NM,
1,Rathi Trapper,,Time Spiral Remastered,NM,English,
1,Ravaging Blaze,,Magic Origins,NM,English,
3,Raven Wings,,Kaldheim,NM,English,
1,Ravenous Giant,,Modern Horizons,NM,English,
1,Ravenous Leucrocota,,Conspiracy: Take the Crown,NM,English,
1,Ravenous Lindwurm,,Kaldheim,NM,English,
1,Ravenous Trap,,Zendikar Rising,NM,English,
1,Raving Visionary,,Modern Horizons 2,NM,English,
1,"Ravos, Soultender",,Commander 2016,NM,English,
2,Ray of Frost,,Adventures in the Forgotten Realms,NM,English,
1,Read the Bones,,Commander 2017,NM,English,
2,Ready to Rumble,,Streets of New Capenna,NM,English,
1,Reality Acid,,Time Spiral Remastered,NM,English,
1,Reap,,Tempest,SP,English,
1,Reaper of Night,,Throne of Eldraine,NM,English,
1,Reaper's Talisman,,Adventures in the Forgotten Realms,NM,English,
1,Recalibrate,,Modern Horizons 2,NM,English,
1,Reckless Amplimancer,,Strixhaven: School of Mages,NM,English,
3,Reckless Charge,,Modern Horizons,NM,English,
1,Reckless Crew,,Kaldheim,NM,English,
1,Reckoner's Bargain,,Kamigawa: Neon Dynasty,NM,English,
3,Reclaim the Wastes,,Zendikar Rising,NM,English,
2,Recruit the Worthy,,Modern Horizons,NM,English,
1,Reduce // Rubble,,Amonkhet,NM,English,
1,Reduce to Ashes,,Core Set 2020,NM,English,
1,Regal Caracal,,Amonkhet,NM,English,
1,Regal Leosaur (Alternate Art),,Ikoria: Lair of Behemoths,NM,English,
1,Regicide,,Conspiracy: Take the Crown,NM,English,
1,Regrowth,,Modern Horizons,NM,English,
1,Reins of Power,,Commander 2015,NM,German,
5,Reject,,Strixhaven: School of Mages,NM,English,
2,Relentless Advance,,War of the Spark,NM,English,
1,Relic Runner,,Double Masters,NM,English,
1,Relic Seeker,,Buy-a-Box Promos,NM,English,
1,Relic Sloth,,Strixhaven: School of Mages,NM,English,
1,Remove Soul,,Magic Player Rewards,NM,German,
1,Renegade Freighter,,Kaladesh,NM,English,
1,Repeal,,Modern Masters 2015,NM,English,
1,Replication Ring,,Kaldheim,NM,English,
1,Repository Skaab,,Innistrad: Crimson Vow,NM,English,
6,Reprobation,,Modern Horizons,NM,English,
1,Reptilian Reflection,,Ikoria: Lair of Behemoths,NM,English,
1,Repudiate // Replicate,,Guilds of Ravnica,NM,English,
1,Rescuer Sphinx,,War of the Spark,NM,English,
2,Resistance Squad,,Innistrad: Crimson Vow,NM,English,
1,Resolute Rider,,Throne of Eldraine,NM,English,
1,Retribution of the Meek,,Visions,NM,English,
1,Retributive Wand,,Core Set 2020,NM,English,
2,Return from Extinction,,Modern Horizons,NM,English,
1,Return to Action,,Kamigawa: Neon Dynasty,NM,English,
3,Return to Nature,,War of the Spark,NM,English,
1,Return to Nature,,Theros: Beyond Death,NM,English,
4,Return to Nature,,Innistrad Midnight Hunt,NM,English,
2,Revel Ruiner,,Streets of New Capenna,NM,English,
1,Revenge of the Drowned,,Innistrad Midnight Hunt,NM,English,
2,Revitalize,,Kaldheim,NM,English,
1,Revitalize (Borderless),foil,Strixhaven Mystical Archive,NM,English,
1,Revoke Existence,,Theros: Beyond Death,NM,English,
2,Revolutionist,,Modern Horizons 2,NM,English,
1,Rewind,,Modern Masters 2017,NM,English,
1,Rhox Pummeler,,Streets of New Capenna,NM,English,
2,Rhox Veteran,,Modern Horizons,NM,English,
1,Rhox War Monk,,Modern Masters 2017,NM,English,
1,Ridged Kusite,,Time Spiral Remastered,NM,English,
2,Rift Sower,,Modern Horizons 2,NM,English,
1,Righteous Aura,,Marcadean Masques,SP,English,
2,Rime Tender,,Modern Horizons,NM,English,
3,Rimeshield Frost Giant,,Adventures in the Forgotten Realms,NM,English,
1,Ripscale Predator,foil,Core Set 2020,NM,English,
1,Ripscale Predator,,Core Set 2020,NM,English,
1,Rise Again,,Core Set 2021,NM,English,
6,Rise of Extus,,Strixhaven: School of Mages,NM,English,
2,Rise of the Ants,,Innistrad Midnight Hunt,NM,English,
1,Risen Riptide,,Zendikar Rising,NM,English,
2,Rising Populace,,War of the Spark,NM,English,
1,Rite of Belzenlok,,Dominaria,NM,English,
1,Rite of Replication,,Commander 2015,NM,English,
1,Rite of the Raging Storm,,Commander 2015,NM,English,
4,Ritual Guardian,,Innistrad Midnight Hunt,NM,English,
1,River Boa,,Zendikar,NM,English,
1,Riveteers Ascendancy (Foil),foil,Streets of New Capenna,NM,English,
1,Riveteers Initiate,,Streets of New Capenna,NM,English,
1,Road // Ruin,,Modern Horizons 2,NM,English,
1,Roaming Ghostlight,foil,Core Set 2021,NM,English,
3,Roaming Ghostlight,,Core Set 2021,NM,English,
1,Roast,,Dragons of Tarkir,NM,English,
1,Rogue's Gallery,,Streets of New Capenna,NM,English,
1,Role Reversal,foil,Prerelease Cards,NM,English,
1,"Rona, Disciple of Gix",,Dominaria,NM,English,
1,Ronom Unicorn,foil,Ultimate Masters,NM,English,
3,Rookie Mistake,,Core Set 2021,NM,English,
2,Rootcoil Creeper,,Innistrad Midnight Hunt,NM,English,
1,"Rootha, Mercurial Artist",,Strixhaven: School of Mages,NM,English,
2,Roots of Wisdom,,Kaldheim,NM,English,
1,Rot-Tide Gargantua,,Innistrad: Crimson Vow,NM,English,
1,Rotfeaster Maggot,,Iconic Masters,NM,English,
1,Rotwidow Pack,,Modern Horizons,NM,English,
1,Roving Keep,,Throne of Eldraine,NM,English,
1,Rubblebelt Boar,foil,Guilds of Ravnica,NM,English,
1,Rubblebelt Rioters,,War of the Spark,NM,English,
1,"Rulik Mons, Warren Chief (Showcase)",,Dominaria United,NM,English,
2,Rumbling Rockslide,,Ikoria: Lair of Behemoths,NM,English,
4,Run Amok,,Kaldheim,NM,English,
2,Run Ashore,,Kaldheim,NM,English,
3,Run Out of Town,,Streets of New Capenna,NM,English,
1,Rundvelt Hordemaster,,Dominaria United,NM,English,
1,Rune of Flight,,Kaldheim,NM,English,
1,Runebound Wolf,,Innistrad: Crimson Vow,NM,English,
1,Runed Servitor,,Conspiracy: Take the Crown,NM,English,
2,Runic Shot,,Dominaria United,NM,English,
2,Rural Recruit,,Innistrad: Crimson Vow,NM,English,
3,Sacred Fire,,Innistrad Midnight Hunt,NM,English,
1,Sacred Mesa,,Commander 2014,NM,English,
1,Saddled Rimestag,,Modern Horizons,NM,English,
2,Sage's Row Denizen,,Core Set 2020,NM,English,
2,Saheeli's Silverwing,,War of the Spark,NM,English,
1,Said // Done,,Modern Horizons 2,NM,English,
1,Saltcrusted Steppe,,Time Spiral Remastered,NM,English,
1,Saltfield Recluse,,Time Spiral Remastered,NM,English,
1,Salvaged Manaworker,,Dominaria United,NM,English,
1,Samite Herbalist,,Dominaria United,NM,English,
1,"Samut, Tyrant Smasher",,Prerelease Cards,NM,English,
3,Samut's Sprint,,War of the Spark,NM,English,
1,Sanctuary Blade,,Commander 2020,NM,English,
2,Sanctuary Raptor,,Modern Horizons 2,NM,English,
1,Sanctuary Smasher,,Ikoria: Lair of Behemoths,NM,English,
1,Sangromancer,,Commander 2017,NM,English,
1,Sanguine Indulgence,,Core Set 2021,NM,English,
1,Saproling Migration,,Dominaria,NM,English,
2,Sarkhan's Catharsis,,War of the Spark,NM,English,
1,Sarulf's Packmate,,Kaldheim,NM,English,
1,Satyr Wayfinder,,Born of the Gods,SP ,German,
2,Satyr's Cunning,,Theros: Beyond Death,NM,English,
1,Savage Hunger,foil,Shards of Alara,MP,English,
1,Savage Surge,foil,Theros,NM,English,
1,Savage Twister,,Modern Masters 2015,MP,English,
1,Savai Sabertooth,,Ikoria: Lair of Behemoths,NM,English,
1,Savannah Lions,,Ninth Edition,NM,Russian,
1,Savvy Hunter,,Throne of Eldraine,NM,English,
1,Scab-Clan Berserker,,Magic Origins,SP,English,
1,Scalding Cauldron,,Throne of Eldraine,NM,English,
1,Scaled Herbalist,,Adventures in the Forgotten Realms,NM,English,
1,Scattered Thoughts,,Innistrad: Crimson Vow,NM,English,
1,Scavenging Harpy,,Theros: Beyond Death,NM,English,
1,Scholar of the Lost Trove,foil,Jumpstart,NM,English,
1,Scion of Stygia,,Adventures in the Forgotten Realms,NM,English,
2,Scorch Rider,,Zendikar Rising,NM,English,
1,Scorch Spitter,,Core Set 2020,NM,English,
1,Scorching Dragonfire,,Throne of Eldraine,NM,English,
2,Scorn Effigy,,Kaldheim,NM,English,
3,Scour All Possibilities,,Modern Horizons,NM,German,
1,Scoured Barrens,foil,Ikoria: Lair of Behemoths,NM,English,
1,Scourge of Nel Toth,,Commander 2015,NM,English,
1,Scout the Wilderness,,Dominaria United,NM,English,
1,Scrounging Bandar,,Aether Revolt,NM,English,
1,Sculptor of Winter,,Kaldheim,NM,English,
1,Sculptor of Winter,foil,Kaldheim,NM,English,
1,Scytheclaw,,Commander 2015,NM,English,
2,Sea Gate Banneret,,Zendikar Rising,NM,English,
1,Sea God's Scorn,,Theros: Beyond Death,NM,English,
2,Seafloor Stalker,,Zendikar Rising,NM,English,
1,Seal of Doom,foil,Modern Masters 2017,NM,English,
1,Seal of Fire,,Dissension,SP,English,
2,Seal of Removal,,Modern Horizons 2,NM,English,
1,Search Party Captain,,Innistrad Midnight Hunt,NM,English,
1,Searing Blaze,,Worldwake,SP,English,
1,Searing Blood,,Born of the Gods,LP,English,
1,Secluded Steppe,,Commander 2017,NM,English,
1,Secret Door,,Adventures in the Forgotten Realms,NM,English,
2,Secrets of the Key,,Innistrad Midnight Hunt,NM,English,
1,Seculded Courtyard,,Kamigawa: Neon Dynasty,NM,English,
2,Secure the Scene,,Core Set 2021,NM,English,
2,Seize the Storm,,Innistrad Midnight Hunt,NM,English,
1,Sejiri Shelter // Sejiri Glacier,,Zendikar Rising,NM,English,
1,Selesnya Charm,,Return to Ravnica,NM,English,
1,Selesnya Guildmage,,Modern Masters 2015,NM,English,
1,Selvala's Stampede,,Conspiracy: Take the Crown,NM,English,
2,Sengir Connoisseur,,Dominaria United,NM,English,
1,Sentry of the Underworld,foil,Theros,NM,German,
2,Sepulcher Ghoul,,Adventures in the Forgotten Realms,NM,English,
1,Servo Exhibition,,Kaladesh,NM,English,
1,Setessan Petitioner,,Theros: Beyond Death,NM,English,
1,Setessan Skirmisher,,Theros: Beyond Death,NM,English,
1,Setessan Training,,Theros: Beyond Death,NM,English,
3,Setessan Training,,Core Set 2021,NM,English,
4,Settle Beyond Reality,,Modern Horizons,NM,English,
4,Shackles of Treachery,,Kaldheim,NM,English,
1,Shade of Trokair,foil,Time Spiral Remastered,NM,English,
2,Shadewing Laureate,,Strixhaven: School of Mages,NM,English,
2,Shadow Prophecy,,Dominaria United,NM,English,
3,Shadowbeast Sighting,,Innistrad Midnight Hunt,NM,English,
1,Shadowmage Infiltrator,,Commander 2017,NM,English,
1,Shady Traveler // Stalking Predator,,Innistrad Midnight Hunt,NM,English,
1,Shakedown Heavy (Foil) (Prerelease),foil,Streets of New Capenna Promos,NM,English,
1,Shaper Apprentice,,Ixalan,NM,English,
1,Shattered Ego,,Modern Horizons 2,NM,English,
2,Shattered Seraph,,Streets of New Capenna,NM,English,
1,Shattergang Brothers,,Commander (2013),NM,English,
5,Shelter,,Modern Horizons,NM,English,
3,Sheltering Boughs,,Innistrad: Crimson Vow,NM,English,
3,Shepherd of Heroes,,Zendikar Rising,NM,English,
1,"Shessra, Death's Whisper",,Adventures in the Forgotten Realms,NM,English,
2,Shield-Wall Sentinel,,Dominaria United,NM,English,
1,Shimmer of Possibility,,Ravnica Allegiance,NM,English,
3,Shipwreck Sifters,,Innistrad Midnight Hunt,NM,English,
3,Shock,,Core Set 2021,NM,English,
1,Shore Up,,Dominaria United,NM,English,
1,Shore Up,foil,Dominaria United,NM,English,
1,Short Circuit,,Kamigawa: Neon Dynasty,NM,English,
3,Short Sword,,Core Set 2021,NM,English,
1,Short Sword,,Dominaria,NM,English,
1,Shortcut Seeker,,Adventures in the Forgotten Realms,NM,English,
1,Show of Confidence,,Strixhaven: School of Mages,NM,English,
4,Shredded Sails,,Ikoria: Lair of Behemoths,NM,English,
2,Shriekdiver,,War of the Spark,NM,English,
1,Shrill Howler // Howling Chorus,,Eldritch Moon,NM,English,
1,Sidar Kondo of Jamuraa,foil,Commander 2016,NM,English,
2,Siege Zombie,,Innistrad Midnight Hunt,NM,English,
3,Sigarda's Imprisonment,,Innistrad: Crimson Vow,NM,English,
1,Silence the Believers,,Journey Into Nyx,LP,English,
1,Silent Dart,,Core Set 2021,NM,English,
1,Silent-Blade Oni,,Commander 2018,NM,English,
1,Silklash Spider,,Magic 2013 Core Set,PL,English,
1,Silkwrap,,Dragons of Tarkir,NM,English,
1,Silumgar Scavenger,,Modern Horizons,NM,English,
2,Silver Bolt,,Innistrad Midnight Hunt,NM,English,
1,Silver Raven,,Adventures in the Forgotten Realms,NM,English,
1,Silverflame Squire,,Throne of Eldraine,NM,English,
1,Silverquill Pledgemage,,Strixhaven: School of Mages,NM,English,
1,Simian Sling,,Kamigawa: Neon Dynasty,NM,English,
1,Simic Keyrune,,Commander 2015,NM,English,
5,Sinister Starfish,,Modern Horizons 2,NM,English,
1,Sinister Strength,,Planeshift,SP,English,
1,Siren of the Silent Song,foil,Born of the Gods,NM,English,
1,Sizzling Barrage,,Zendikar Rising,NM,English,
1,Sizzling Soloist,,Streets of New Capenna,NM,English,
1,Skaab Wrangler,,Innistrad Midnight Hunt,NM,English,
1,Skeleton Key,foil,Shadows over Innistrad,NM,English,
1,Skemfar Shadowmage,,Kaldheim,NM,English,
1,Skinrender,,Scars of Mirrodin,NM,English,
1,Skirk Commando,,Masters 25,NM,English,
1,Skirk Shaman,,Time Spiral Remastered,NM,English,
1,Skittering Monstrosity,,Time Spiral Remastered,NM,English,
1,Skittering Surveyor,,Dominaria,NM,English,
1,Skizzik,,Dominaria,NM,English,
1,Skola Grovedancer,,Theros: Beyond Death,NM,English,
2,Skophos Reaver,,Modern Horizons 2,NM,English,
2,Skull Raid,,Kaldheim,NM,English,
1,Skull Raid,foil,Kaldheim,NM,English,
2,Skull Skaab,,Innistrad: Crimson Vow,NM,English,
1,Sky Crier,,Streets of New Capenna,NM,English,
1,Sky Theater Strix,,War of the Spark,NM,English,
1,Sky Theater Strix,,War of the Spark,NM,English,
1,Skybridge Towers,,Streets of New Capenna,NM,English,
1,Skyclave Pick-Axe (Showcase),foil,Zendikar Rising,NM,English,
1,Skyclave Plunder,,Zendikar Rising,NM,English,
2,Skyclave Sentinel,,Zendikar Rising,NM,English,
1,Skyclave Shade,foil,Zendikar Rising,NM,English,
1,Skyclave Squid,,Zendikar Rising,NM,English,
1,Skyclave Squid (Showcase),foil,Zendikar Rising,NM,English,
1,Skymarcher Aspirant,,Rivals of Ixalan,NM,English,
2,Skyscanner,,Core Set 2021,NM,English,
1,"Skysovereign, Consule Flagship",,Kaladesh,NM,English,
4,Skywarp Skaab,,Innistrad: Crimson Vow,NM,English,
1,Skywise Teachings,,Dragons of Tarkir,NM,English,
2,Slag Strider,,Modern Horizons 2,NM,English,
1,Slayer's Cleaver,foil,Eldritch Moon,NM,English,
1,Sleep of the Dead,,Theros: Beyond Death,NM,English,
1,Sleep Paralysis,,Core Set 2020,NM,English,
1,Sleep with the Fishes,,Streets of New Capenna,NM,English,
2,Sleeper Dart,,Ikoria: Lair of Behemoths,NM,English,
2,Slimefoot's Survey,,Dominaria United,NM,English,
1,Slippery Karst,,Commander 2015,NM,English,
1,Smash to Dust,,Dominaria United,NM,English,
3,Smash to Smithereens,,FNM Promos,NM,English,
2,Smashing Success,,Kaldheim,NM,English,
3,Smell Fear,,Modern Horizons 2,NM,English,
1,Smiting Helix,foil,Modern Horizons,NM,English,
1,Smoke Shroud,,Modern Horizons,NM,English,
1,Smoldering Crater,,Commander 2014,NM,English,
1,Smoldering Werewolf,,Eldritch Moon,NM,English,
1,Smuggler Captain,,Conspiracy: Take the Crown,NM,English,
2,Snare Tactician,,Ikoria: Lair of Behemoths,NM,English,
3,Snarespinner,,War of the Spark,NM,English,
2,Snarespinner,,Core Set 2021,NM,English,
1,Snarespinner,,Dominaria United,NM,English,
1,Snarling Wolf,,Innistrad Midnight Hunt,NM,English,
2,Sneaking Guide,,Zendikar Rising,NM,English,
4,Snow Day,,Strixhaven: School of Mages,NM,English,
1,So Shiny,,Modern Horizons 2,NM,English,
1,So Tiny,,Throne of Eldraine,NM,English,
1,Soaring Thought-Thief,foil,Zendikar Rising,NM,English,
2,Social Climber,,Streets of New Capenna,NM,English,
1,Solemn Recruit,,Aether Revolt,NM,English,
3,Solid Footing,,Ikoria: Lair of Behemoths,NM,English,
1,Song-Mad Treachery // Song-Mad Ruins,,Zendikar Rising,NM,English,
1,Sonic Assault,,Guilds of Ravnica,NM,English,
7,Soothsayer Adept,,Strixhaven: School of Mages,NM,English,
3,Sorcerer of the Fang,,Core Set 2020,NM,English,
1,"Sorin, Vengeful Bloodlord",,War of the Spark,NM,English,
2,Sorin's Thirst,,War of the Spark,NM,English,
1,Soul Manipulation,,Modern Masters 2017,NM,English,
4,Soul of Migration,,Modern Horizons 2,NM,English,
1,Soul of Shandalar,,Magic 2015 Core Set,NM,English,
1,Soul of the Harvest,,Welcome Deck 2016,NM,English,
1,Soul Salvage,,Core Set 2020,NM,English,
1,Soul Salvage,,Core Set 2020,NM,English,
1,Soul Sear,,Core Set 2021,NM,English,
2,Soul Snare,,Modern Horizons 2,NM,English,
3,Soul-Guide Gryff,,Innistrad Midnight Hunt,NM,English,
3,Soul-Strike Technique,,Modern Horizons,NM,English,
1,Soul-Strike Technique,,Modern Horizons,NM,English,
1,Soulcipher Board // Cipherbound Spirit,,Innistrad: Crimson Vow,NM,English,
1,Soulknife Spy,,Adventures in the Forgotten Realms,NM,English,
1,Soulreaper of Mogis,,Theros: Beyond Death,NM,English,
3,Spara's Adjudicators,,Streets of New Capenna,NM,English,
1,Spare Dagger,,Adventures in the Forgotten Realms,NM,English,
1,Spare Supplies,,Zendikar Rising,NM,English,
3,Spark Harvest,,War of the Spark,NM,English,
2,Spark Reaper,,War of the Spark,NM,English,
1,Sparring Construct,foil,Dominaria,NM,English,
1,Spearpoint Oread,,Theros,NM,English,
3,Specimen Collector,,Modern Horizons 2,NM,English,
2,Spectacle Mage,,Strixhaven: School of Mages,NM,English,
5,Specter of the Fens,,Strixhaven: School of Mages,NM,English,
3,Spell Satchel,,Strixhaven: School of Mages,NM,English,
1,Spell Snuff,,Modern Horizons,NM,English,
1,Spelleater Wolverine,,Ikoria: Lair of Behemoths,NM,English,
3,Spellgorger Weird,,War of the Spark,NM,English,
4,Spellgorger Weird,,Core Set 2021,NM,English,
3,Spellkeeper Weird,,War of the Spark,NM,English,
1,Spellrune Painter // Spellrune Howler,,Innistrad Midnight Hunt,NM,English,
1,Sphinx of New Prahv,,Ravnica Allegiance,NM,English,
1,Sphinx of Uthuun,,Duel Decks: Speed vs. Cunning,NM,English,
1,Spiked Pit Trap,,Adventures in the Forgotten Realms,NM,English,
1,Spiked Ripsaw,,Innistrad: Crimson Vow,NM,English,
1,Spinal Graft,,Tempest,SP,French,
3,Spined Karok,,Strixhaven: School of Mages,NM,English,
3,Spinehorn Minotaur,,Modern Horizons,NM,English,
1,Spinning Wheel Kick,,Kamigawa: Neon Dynasty,NM,English,
2,Spire Phantasm,,Conspiracy: Take the Crown,NM,English,
1,Spitebellows,,Modern Masters 2015,NM,English,
2,Spiteful Squad,,Strixhaven: School of Mages,NM,English,
1,Spiteful Visions,,Commander 2013,NM,English,
1,Spitfire Lagac,,Zendikar Rising,NM,English,
2,Splatter Goblin,,Dominaria United,NM,English,
1,Splicer's Skill,,Modern Horizons,NM,English,
1,Split Decision,,Conspiracy,NM,English,
1,Split the Party,,Adventures in the Forgotten Realms,NM,English,
1,Spoils of the Hunt,,Adventures in the Forgotten Realms,NM,English,
3,Spontaneous Flight,,Ikoria: Lair of Behemoths,NM,English,
2,Sporeback Wolf,,Innistrad: Crimson Vow,NM,English,
2,Sporecap Spider,,Throne of Eldraine,NM,English,
1,Sporeweb Weaver,foil,Core Set 2021,NM,English,
1,Spreading Flames,,Eldritch Moon,NM,English,
3,Springjaw Trap,,Ikoria: Lair of Behemoths,NM,English,
2,Springmane Cervin,,Strixhaven: School of Mages,NM,English,
1,Springmantle Cleric,foil,Zendikar Rising,NM,English,
1,Sprouting Thrinax,,Shards of Alara,NM,English,
2,Square Up,,Strixhaven: School of Mages,NM,English,
1,Stalking Leonin,,Commander 2017,NM,English,
4,Stalwart Valkyrie,,Kaldheim,NM,English,
2,Stampede Rider,,Theros: Beyond Death,NM,English,
1,Starlit Mantle,,Theros: Beyond Death,NM,English,
1,Starnheim Courser,,Kaldheim,NM,English,
1,Start // Finish,,Amonkhet,NM,English,
4,Startle,,Innistrad Midnight Hunt,NM,English,
4,Startling Development,,Ikoria: Lair of Behemoths,NM,English,
1,Status // Statue,,Guilds of Ravnica,NM,English,
2,Staunch Shieldmate,,Core Set 2021,NM,English,
1,Steadfast Cathar,foil,Eldritch Moon,NM,English,
2,Steadfast Paladin,,Adventures in the Forgotten Realms,NM,English,
1,Steadfast Sentry,,Core Set 2020,NM,English,
2,Steady Aim,,War of the Spark,NM,English,
3,Stealth Mission,,War of the Spark,NM,English,
1,Steam Augury,,Commander 2015,NM,English,
2,Steel Dromedary,,Modern Horizons 2,NM,English,
2,Steelclad Spirit,,Innistrad: Crimson Vow,NM,English,
3,Steelfin Whale,,Modern Horizons 2,NM,English,
1,Steelgaze Griffin,,Throne of Eldraine,NM,English,
1,Steeple Creeper,foil,Ravnica Allegiance,NM,English,
1,Stensia Uprising,,Innistrad: Crimson Vow,NM,English,
1,Stern Dismissal,,Theros: Beyond Death,NM,English,
1,Stinging Shot,,Amonkhet,NM,English,
1,Stingscourger,,Eternal Masters,NM,English,
1,Stingscourger,,Time Spiral Remastered,NM,English,
5,Stirring Address,,Modern Horizons,NM,English,
2,Stitched Assistant,,Innistrad: Crimson Vow,NM,English,
1,Stoic Farmer,,Commander: Kaldheim,NM,English,
4,Stolen Vitality,,Innistrad Midnight Hunt,NM,English,
4,Stonebound Mentor,,Strixhaven: School of Mages,NM,English,
1,Stonerise Spirit,,Strixhaven: School of Mages,NM,English,
1,Stoneshock Giant,,Conspiracy: Take the Crown,NM,English,
2,Stonework Packbeast,,Zendikar Rising,NM,English,
1,Storm Fleet Aerialist,,Ixalan,NM,English,
2,Storm God's Oracle,,Modern Horizons 2,NM,English,
1,Storm the Citadel,,War of the Spark,NM,English,
